Numéro_Commande,ID_Client,Date_Commande,Statut_Commande,Prix_Produit,Frais_Livraison,Nom_Produit,Catégorie_Produit,Pays
CMD109036,CLT9592,2023-01-12 12:00:00,expédiée,328.55,3.38,Webcam HD,Accessoires,France
CMD109037,CLT6935,2023-01-12 13:00:00,livrée,24.46,4.05,Smartphone 5G,Informatique,France
CMD109038,CLT1723,2023-01-12 14:00:00,livrée,57.41,6.63,PC Portable,Téléphonie,France
CMD109039,CLT3329,2023-01-12 15:00:00,livrée,488.39,20.47,PC Portable,Audio/vidéo,France
CMD109040,CLT3770,2023-01-12 16:00:00,expédiée,497.72,7.32,Webcam HD,Téléphonie,Belgique
CMD109041,CLT8545,2023-01-12 17:00:00,livrée,374.6,18.12,Webcam HD,Audio/vidéo,France
CMD109042,CLT5846,2023-01-12 18:00:00,livrée,131.92,7.7,PC Portable,Audio/vidéo,France
CMD109043,CLT1267,2023-01-12 19:00:00,livrée,476.92,10.96,Souris Gaming,Informatique,France
CMD109044,CLT1569,2023-01-12 20:00:00,livrée,110.78,26.69,Souris Gaming,Accessoires,France
CMD109045,CLT2973,2023-01-12 21:00:00,en attente,367.06,15.01,Casque Bluetooth,Téléphonie,France
CMD109046,CLT9737,2023-01-12 22:00:00,livrée,62.05,18.01,Casque Bluetooth,Accessoires,France
CMD109047,CLT3822,2023-01-12 23:00:00,livrée,326.21,5.68,Souris Gaming,Accessoires,Belgique
CMD109048,CLT5460,2023-01-13 00:00:00,en attente,380.96,3.95,Souris Gaming,Téléphonie,France
CMD109049,CLT1270,2023-01-13 01:00:00,livrée,430.52,12.4,Clavier Mécanique,Audio/vidéo,Canada
CMD109050,CLT8641,2023-01-13 02:00:00,livrée,368.48,25.66,PC Portable,Téléphonie,France
CMD109051,CLT9930,2023-01-13 03:00:00,expédiée,462.13,7.23,PC Portable,Accessoires,France
CMD109052,CLT7680,2023-01-13 04:00:00,expédiée,262.86,18.65,Smartphone 5G,Téléphonie,France
CMD109053,CLT2257,2023-01-13 05:00:00,livrée,340.33,26.16,Souris Gaming,Informatique,Belgique
CMD109054,CLT9250,2023-01-13 06:00:00,expédiée,187.93,28.03,Souris Gaming,Audio/vidéo,France
CMD109055,CLT6370,2023-01-13 07:00:00,expédiée,10.14,29.81,Casque Bluetooth,Audio/vidéo,France
CMD109056,CLT5858,2023-01-13 08:00:00,livrée,379.56,22.89,Webcam HD,Téléphonie,France
CMD109057,CLT9581,2023-01-13 09:00:00,livrée,435.58,2.25,Casque Bluetooth,Audio/vidéo,France
CMD109058,CLT9910,2023-01-13 10:00:00,livrée,91.09,26.14,Webcam HD,Audio/vidéo,Belgique
CMD109059,CLT7999,2023-01-13 11:00:00,en attente,19.18,26.57,PC Portable,Accessoires,France
CMD109060,CLT1120,2023-01-13 12:00:00,en attente,86.43,16.72,PC Portable,Accessoires,France
CMD109061,CLT7908,2023-01-13 13:00:00,livrée,448.17,2.02,Webcam HD,Audio/vidéo,Belgique
CMD109062,CLT3303,2023-01-13 14:00:00,livrée,151.28,14.3,Souris Gaming,Audio/vidéo,France
CMD109063,CLT5861,2023-01-13 15:00:00,livrée,120.68,6.32,PC Portable,Accessoires,Canada
CMD109064,CLT3911,2023-01-13 16:00:00,livrée,12.22,13.26,Souris Gaming,Audio/vidéo,France
CMD109065,CLT9991,2023-01-13 17:00:00,livrée,152.04,21.72,Smartphone 5G,Audio/vidéo,France
CMD109066,CLT8236,2023-01-13 18:00:00,livrée,359.24,20.03,Smartphone 5G,Accessoires,France
CMD109067,CLT6565,2023-01-13 19:00:00,livrée,479.75,23.4,Clavier Mécanique,Accessoires,France
CMD109068,CLT7531,2023-01-13 20:00:00,livrée,159.81,14.3,Casque Bluetooth,Accessoires,Belgique
CMD109069,CLT2109,2023-01-13 21:00:00,expédiée,124.14,15.32,Clavier Mécanique,Informatique,France
CMD109070,CLT7929,2023-01-13 22:00:00,expédiée,444.59,28.07,Smartphone 5G,Accessoires,France
CMD109071,CLT2250,2023-01-13 23:00:00,expédiée,426.99,18.94,PC Portable,Audio/vidéo,France
CMD109072,CLT9177,2023-01-14 00:00:00,livrée,167.44,22.43,Casque Bluetooth,Accessoires,Canada
CMD109073,CLT2649,2023-01-14 01:00:00,expédiée,39.06,19.94,Casque Bluetooth,Informatique,France
CMD109074,CLT8351,2023-01-14 02:00:00,en attente,496.03,19.21,Clavier Mécanique,Accessoires,France
CMD109075,CLT6911,2023-01-14 03:00:00,livrée,341.95,27.41,Casque Bluetooth,Accessoires,Suisse
CMD109076,CLT3956,2023-01-14 04:00:00,livrée,463.66,10.69,Smartphone 5G,Informatique,France
CMD109077,CLT6828,2023-01-14 05:00:00,annulée,174.23,12.83,PC Portable,Téléphonie,Belgique
CMD109078,CLT5994,2023-01-14 06:00:00,livrée,325.6,11.39,Clavier Mécanique,Téléphonie,France
CMD109079,CLT7436,2023-01-14 07:00:00,livrée,338.88,22.96,PC Portable,Accessoires,Canada
CMD109080,CLT9676,2023-01-14 08:00:00,livrée,437.09,26.05,Webcam HD,Téléphonie,France
CMD109081,CLT8614,2023-01-14 09:00:00,livrée,496.56,10.73,Clavier Mécanique,Téléphonie,Suisse
CMD109082,CLT9994,2023-01-14 10:00:00,livrée,58.79,4.27,Webcam HD,Audio/vidéo,France
CMD109083,CLT2715,2023-01-14 11:00:00,livrée,317.4,14.82,Souris Gaming,Audio/vidéo,France
CMD109084,CLT9150,2023-01-14 12:00:00,livrée,171.54,29.53,Casque Bluetooth,Audio/vidéo,France
CMD109085,CLT4483,2023-01-14 13:00:00,livrée,406.77,6.11,Souris Gaming,Informatique,France
CMD109086,CLT8675,2023-01-14 14:00:00,expédiée,378.3,13.56,Webcam HD,Téléphonie,Suisse
CMD109087,CLT2757,2023-01-14 15:00:00,en attente,446.8,8.14,Casque Bluetooth,Accessoires,France
CMD109088,CLT2809,2023-01-14 16:00:00,livrée,175.13,27.68,Souris Gaming,Informatique,France
CMD109089,CLT6539,2023-01-14 17:00:00,livrée,96.34,16.53,PC Portable,Téléphonie,France
CMD109090,CLT7048,2023-01-14 18:00:00,livrée,15.79,17.36,Smartphone 5G,Accessoires,France
CMD109091,CLT2151,2023-01-14 19:00:00,livrée,131.48,0.25,Clavier Mécanique,Informatique,France
CMD109092,CLT6492,2023-01-14 20:00:00,en attente,186.75,19.58,Casque Bluetooth,Audio/vidéo,France
CMD109093,CLT7711,2023-01-14 21:00:00,livrée,473.3,9.19,Clavier Mécanique,Accessoires,France
CMD109094,CLT7302,2023-01-14 22:00:00,livrée,248.23,15.4,Smartphone 5G,Audio/vidéo,Belgique
CMD109095,CLT5747,2023-01-14 23:00:00,livrée,280.44,15.93,Souris Gaming,Téléphonie,France
CMD109096,CLT9402,2023-01-15 00:00:00,livrée,440.66,17.77,PC Portable,Accessoires,France
CMD109097,CLT5681,2023-01-15 01:00:00,livrée,443.11,24.71,Webcam HD,Audio/vidéo,France
CMD109098,CLT3507,2023-01-15 02:00:00,livrée,266.32,8.97,Clavier Mécanique,Audio/vidéo,France
CMD109099,CLT3963,2023-01-15 03:00:00,expédiée,61.28,7.68,Webcam HD,Téléphonie,Belgique
CMD109100,CLT4428,2023-01-15 04:00:00,livrée,138.91,23.87,Souris Gaming,Téléphonie,Belgique
CMD109101,CLT8494,2023-01-15 05:00:00,livrée,231.16,21.56,Webcam HD,Téléphonie,France
CMD109102,CLT4955,2023-01-15 06:00:00,livrée,376.83,6.77,Casque Bluetooth,Téléphonie,France
CMD109103,CLT4705,2023-01-15 07:00:00,livrée,357.28,0.03,Clavier Mécanique,Téléphonie,France
CMD109104,CLT5038,2023-01-15 08:00:00,livrée,323.14,19.98,Clavier Mécanique,Informatique,France
CMD109105,CLT1713,2023-01-15 09:00:00,livrée,440.72,4.72,Casque Bluetooth,Audio/vidéo,Belgique
CMD109106,CLT8260,2023-01-15 10:00:00,expédiée,402.31,28.71,Smartphone 5G,Téléphonie,France
CMD109107,CLT8011,2023-01-15 11:00:00,livrée,491.15,18.13,Souris Gaming,Audio/vidéo,France
CMD109108,CLT9879,2023-01-15 12:00:00,livrée,445.13,25.49,Webcam HD,Informatique,Canada
CMD109109,CLT9521,2023-01-15 13:00:00,livrée,101.85,24.17,Webcam HD,Accessoires,France
CMD109110,CLT2746,2023-01-15 14:00:00,livrée,33.52,16.73,Clavier Mécanique,Audio/vidéo,Belgique
CMD109111,CLT2207,2023-01-15 15:00:00,livrée,210.18,13.15,Souris Gaming,Audio/vidéo,France
CMD109112,CLT1784,2023-01-15 16:00:00,livrée,310.66,14.9,Webcam HD,Audio/vidéo,France
CMD109113,CLT3696,2023-01-15 17:00:00,livrée,323.34,24.09,PC Portable,Accessoires,France
CMD109114,CLT8073,2023-01-15 18:00:00,livrée,137.42,19.21,Souris Gaming,Informatique,Belgique
CMD109115,CLT6036,2023-01-15 19:00:00,livrée,430.64,6.17,Souris Gaming,Audio/vidéo,Belgique
CMD109116,CLT8127,2023-01-15 20:00:00,livrée,167.98,18.28,Webcam HD,Informatique,France
CMD109117,CLT4718,2023-01-15 21:00:00,livrée,459.96,12.14,Casque Bluetooth,Audio/vidéo,France
CMD109118,CLT6775,2023-01-15 22:00:00,livrée,238.44,1.84,Webcam HD,Audio/vidéo,Belgique
CMD109119,CLT8910,2023-01-15 23:00:00,livrée,10.14,11.44,Souris Gaming,Audio/vidéo,Suisse
CMD109120,CLT3693,2023-01-16 00:00:00,livrée,85.21,6.83,Webcam HD,Accessoires,Belgique
CMD109121,CLT1625,2023-01-16 01:00:00,livrée,55.65,25.16,Webcam HD,Informatique,France
CMD109122,CLT4708,2023-01-16 02:00:00,livrée,26.79,3.15,Smartphone 5G,Informatique,Canada
CMD109123,CLT7859,2023-01-16 03:00:00,livrée,358.44,10.82,Souris Gaming,Téléphonie,France
CMD109124,CLT9953,2023-01-16 04:00:00,expédiée,100.2,20.86,PC Portable,Audio/vidéo,France
CMD109125,CLT8692,2023-01-16 05:00:00,annulée,420.12,26.92,Webcam HD,Accessoires,France
CMD109126,CLT7398,2023-01-16 06:00:00,livrée,135.91,10.06,Souris Gaming,Audio/vidéo,Suisse
CMD109127,CLT8252,2023-01-16 07:00:00,livrée,21.0,18.19,Webcam HD,Informatique,Canada
CMD109128,CLT2555,2023-01-16 08:00:00,livrée,411.23,11.21,Casque Bluetooth,Informatique,France
CMD109129,CLT9867,2023-01-16 09:00:00,livrée,235.74,6.09,PC Portable,Audio/vidéo,France
CMD109130,CLT5187,2023-01-16 10:00:00,livrée,301.76,9.77,Casque Bluetooth,Informatique,France
CMD109131,CLT8767,2023-01-16 11:00:00,expédiée,171.43,19.08,Webcam HD,Audio/vidéo,Belgique
CMD109132,CLT1036,2023-01-16 12:00:00,livrée,27.79,21.49,Smartphone 5G,Audio/vidéo,France
CMD109133,CLT2787,2023-01-16 13:00:00,annulée,188.24,11.12,Smartphone 5G,Téléphonie,Canada
CMD109134,CLT7283,2023-01-16 14:00:00,livrée,261.55,4.58,Casque Bluetooth,Accessoires,France
CMD109135,CLT9060,2023-01-16 15:00:00,livrée,10.78,4.19,Smartphone 5G,Accessoires,France
CMD109136,CLT9065,2023-01-16 16:00:00,expédiée,289.27,24.38,Webcam HD,Informatique,France
CMD109137,CLT4880,2023-01-16 17:00:00,en attente,447.06,19.6,Casque Bluetooth,Informatique,France
CMD109138,CLT6932,2023-01-16 18:00:00,expédiée,112.83,21.84,Clavier Mécanique,Téléphonie,France
CMD109139,CLT9328,2023-01-16 19:00:00,expédiée,463.75,14.65,Souris Gaming,Informatique,France
CMD109140,CLT7333,2023-01-16 20:00:00,livrée,53.32,13.72,Clavier Mécanique,Informatique,France
CMD109141,CLT6759,2023-01-16 21:00:00,livrée,413.59,6.33,Smartphone 5G,Audio/vidéo,France
CMD109142,CLT7485,2023-01-16 22:00:00,livrée,420.96,5.05,Casque Bluetooth,Téléphonie,France
CMD109143,CLT6067,2023-01-16 23:00:00,livrée,132.59,4.62,Casque Bluetooth,Audio/vidéo,France
CMD109144,CLT1661,2023-01-17 00:00:00,en attente,479.13,29.75,Webcam HD,Audio/vidéo,France
CMD109145,CLT8973,2023-01-17 01:00:00,expédiée,211.22,24.63,Casque Bluetooth,Informatique,France
CMD109146,CLT7386,2023-01-17 02:00:00,expédiée,74.92,18.78,Casque Bluetooth,Audio/vidéo,France
CMD109147,CLT8887,2023-01-17 03:00:00,livrée,297.9,6.43,Souris Gaming,Accessoires,France
CMD109148,CLT1414,2023-01-17 04:00:00,livrée,498.32,10.13,PC Portable,Accessoires,Belgique
CMD109149,CLT7850,2023-01-17 05:00:00,expédiée,450.15,10.52,Clavier Mécanique,Accessoires,Belgique
CMD109150,CLT9534,2023-01-17 06:00:00,livrée,142.91,14.33,Smartphone 5G,Téléphonie,France
CMD109151,CLT3729,2023-01-17 07:00:00,livrée,290.61,12.66,Casque Bluetooth,Téléphonie,France
CMD109152,CLT4897,2023-01-17 08:00:00,expédiée,62.11,28.02,Clavier Mécanique,Accessoires,Belgique
CMD109153,CLT3169,2023-01-17 09:00:00,livrée,233.61,21.62,PC Portable,Accessoires,France
CMD109154,CLT2878,2023-01-17 10:00:00,annulée,263.92,2.44,Clavier Mécanique,Audio/vidéo,France
CMD109155,CLT7454,2023-01-17 11:00:00,livrée,161.06,10.8,Smartphone 5G,Téléphonie,France
CMD109156,CLT5570,2023-01-17 12:00:00,livrée,244.67,3.99,Casque Bluetooth,Informatique,France
CMD109157,CLT2515,2023-01-17 13:00:00,livrée,460.37,8.38,Smartphone 5G,Informatique,France
CMD109158,CLT1574,2023-01-17 14:00:00,livrée,252.57,28.77,Casque Bluetooth,Téléphonie,France
CMD109159,CLT3867,2023-01-17 15:00:00,livrée,416.34,21.16,PC Portable,Audio/vidéo,France
CMD109160,CLT4544,2023-01-17 16:00:00,livrée,162.11,0.24,Webcam HD,Accessoires,France
CMD109161,CLT5477,2023-01-17 17:00:00,en attente,485.85,9.87,Smartphone 5G,Audio/vidéo,France
CMD109162,CLT1071,2023-01-17 18:00:00,expédiée,51.26,13.16,Clavier Mécanique,Audio/vidéo,France
CMD109163,CLT3980,2023-01-17 19:00:00,livrée,294.87,18.08,Webcam HD,Téléphonie,Belgique
CMD109164,CLT6492,2023-01-17 20:00:00,livrée,395.99,14.99,PC Portable,Accessoires,France
CMD109165,CLT5759,2023-01-17 21:00:00,livrée,407.95,2.09,Smartphone 5G,Téléphonie,France
CMD109166,CLT9084,2023-01-17 22:00:00,expédiée,103.15,15.47,Webcam HD,Téléphonie,France
CMD109167,CLT1039,2023-01-17 23:00:00,livrée,203.81,3.91,Casque Bluetooth,Audio/vidéo,France
CMD109168,CLT6373,2023-01-18 00:00:00,livrée,313.98,15.58,Webcam HD,Téléphonie,Canada
CMD109169,CLT8565,2023-01-18 01:00:00,livrée,161.36,7.38,PC Portable,Téléphonie,France
CMD109170,CLT2900,2023-01-18 02:00:00,livrée,330.86,4.33,Casque Bluetooth,Téléphonie,France
CMD109171,CLT3217,2023-01-18 03:00:00,livrée,192.5,8.64,Webcam HD,Téléphonie,France
CMD109172,CLT5796,2023-01-18 04:00:00,expédiée,178.68,2.99,Souris Gaming,Audio/vidéo,France
CMD109173,CLT5606,2023-01-18 05:00:00,en attente,58.49,8.52,Clavier Mécanique,Accessoires,Canada
CMD109174,CLT2283,2023-01-18 06:00:00,livrée,24.43,26.01,Casque Bluetooth,Accessoires,France
CMD109175,CLT9775,2023-01-18 07:00:00,livrée,418.46,9.22,Smartphone 5G,Audio/vidéo,Belgique
CMD109176,CLT9650,2023-01-18 08:00:00,livrée,247.32,14.11,Souris Gaming,Informatique,France
CMD109177,CLT1815,2023-01-18 09:00:00,livrée,283.62,15.59,PC Portable,Téléphonie,France
CMD109178,CLT3511,2023-01-18 10:00:00,livrée,189.25,5.35,Smartphone 5G,Audio/vidéo,Canada
CMD109179,CLT1246,2023-01-18 11:00:00,livrée,72.69,13.25,PC Portable,Informatique,France
CMD109180,CLT5825,2023-01-18 12:00:00,expédiée,227.54,25.59,Souris Gaming,Informatique,France
CMD109181,CLT7516,2023-01-18 13:00:00,livrée,118.33,2.42,Smartphone 5G,Téléphonie,France
CMD109182,CLT1416,2023-01-18 14:00:00,livrée,419.65,27.68,Casque Bluetooth,Audio/vidéo,France
CMD109183,CLT7702,2023-01-18 15:00:00,livrée,493.46,26.13,Webcam HD,Téléphonie,France
CMD109184,CLT4717,2023-01-18 16:00:00,livrée,445.1,25.67,Smartphone 5G,Informatique,France
CMD109185,CLT1107,2023-01-18 17:00:00,livrée,266.5,5.96,Clavier Mécanique,Informatique,France
CMD109186,CLT5513,2023-01-18 18:00:00,livrée,315.93,14.53,Casque Bluetooth,Téléphonie,France
CMD109187,CLT2421,2023-01-18 19:00:00,livrée,474.32,18.48,Clavier Mécanique,Téléphonie,France
CMD109188,CLT8283,2023-01-18 20:00:00,en attente,271.65,3.0,Smartphone 5G,Téléphonie,Canada
CMD109189,CLT1255,2023-01-18 21:00:00,livrée,321.1,16.71,Smartphone 5G,Accessoires,France
CMD109190,CLT8248,2023-01-18 22:00:00,livrée,316.47,25.2,PC Portable,Audio/vidéo,Belgique
CMD109191,CLT3962,2023-01-18 23:00:00,livrée,355.52,28.1,Smartphone 5G,Audio/vidéo,France
CMD109192,CLT3282,2023-01-19 00:00:00,livrée,321.94,8.35,Casque Bluetooth,Audio/vidéo,France
CMD109193,CLT9744,2023-01-19 01:00:00,livrée,337.0,8.66,Clavier Mécanique,Informatique,France
CMD109194,CLT9372,2023-01-19 02:00:00,expédiée,364.32,8.12,Webcam HD,Audio/vidéo,France
CMD109195,CLT2477,2023-01-19 03:00:00,livrée,405.5,4.6,Webcam HD,Audio/vidéo,France
CMD109196,CLT9762,2023-01-19 04:00:00,livrée,204.51,12.92,Souris Gaming,Informatique,France
CMD109197,CLT5952,2023-01-19 05:00:00,livrée,374.19,23.53,Clavier Mécanique,Informatique,France
CMD109198,CLT6880,2023-01-19 06:00:00,livrée,54.6,21.36,Webcam HD,Accessoires,France
CMD109199,CLT6592,2023-01-19 07:00:00,livrée,438.71,27.01,Webcam HD,Informatique,Suisse
CMD109200,CLT8091,2023-01-19 08:00:00,expédiée,148.57,10.67,PC Portable,Téléphonie,France
CMD109201,CLT1591,2023-01-19 09:00:00,livrée,204.71,17.17,Souris Gaming,Accessoires,Belgique
CMD109202,CLT7277,2023-01-19 10:00:00,expédiée,402.79,23.0,Webcam HD,Informatique,France
CMD109203,CLT3260,2023-01-19 11:00:00,livrée,320.31,26.95,Webcam HD,Audio/vidéo,France
CMD109204,CLT1347,2023-01-19 12:00:00,livrée,157.77,26.15,Souris Gaming,Accessoires,France
CMD109205,CLT9357,2023-01-19 13:00:00,livrée,116.57,13.97,Smartphone 5G,Accessoires,France
CMD109206,CLT6032,2023-01-19 14:00:00,livrée,479.07,27.21,Webcam HD,Audio/vidéo,France
CMD109207,CLT5443,2023-01-19 15:00:00,livrée,48.45,13.32,PC Portable,Audio/vidéo,Belgique
CMD109208,CLT9774,2023-01-19 16:00:00,expédiée,7.15,27.08,PC Portable,Audio/vidéo,Suisse
CMD109209,CLT7869,2023-01-19 17:00:00,livrée,338.1,23.31,Smartphone 5G,Téléphonie,France
CMD109210,CLT6696,2023-01-19 18:00:00,livrée,309.16,6.65,Webcam HD,Accessoires,France
CMD109211,CLT4038,2023-01-19 19:00:00,expédiée,370.12,27.89,Casque Bluetooth,Téléphonie,France
CMD109212,CLT3845,2023-01-19 20:00:00,livrée,367.16,7.27,Smartphone 5G,Téléphonie,France
CMD109213,CLT8864,2023-01-19 21:00:00,expédiée,432.31,27.25,PC Portable,Audio/vidéo,France
CMD109214,CLT7609,2023-01-19 22:00:00,livrée,461.44,18.45,Souris Gaming,Informatique,Suisse
CMD109215,CLT2265,2023-01-19 23:00:00,livrée,388.64,20.02,Casque Bluetooth,Téléphonie,Belgique
CMD109216,CLT3274,2023-01-20 00:00:00,livrée,119.98,3.28,Webcam HD,Informatique,Suisse
CMD109217,CLT3470,2023-01-20 01:00:00,livrée,234.43,1.97,PC Portable,Informatique,France
CMD109218,CLT3577,2023-01-20 02:00:00,expédiée,322.65,29.05,PC Portable,Audio/vidéo,France
CMD109219,CLT4660,2023-01-20 03:00:00,expédiée,271.99,10.11,Smartphone 5G,Informatique,France
CMD109220,CLT2068,2023-01-20 04:00:00,livrée,83.65,25.33,Clavier Mécanique,Téléphonie,France
CMD109221,CLT6591,2023-01-20 05:00:00,livrée,296.69,21.13,PC Portable,Informatique,France
CMD109222,CLT6974,2023-01-20 06:00:00,livrée,443.83,18.12,Clavier Mécanique,Téléphonie,Canada
CMD109223,CLT5829,2023-01-20 07:00:00,livrée,212.17,20.56,Casque Bluetooth,Audio/vidéo,France
CMD109224,CLT2950,2023-01-20 08:00:00,livrée,336.12,2.68,Souris Gaming,Téléphonie,France
CMD109225,CLT9283,2023-01-20 09:00:00,livrée,309.89,12.37,Clavier Mécanique,Informatique,France
CMD109226,CLT4093,2023-01-20 10:00:00,expédiée,191.64,18.21,Clavier Mécanique,Téléphonie,France
CMD109227,CLT6311,2023-01-20 11:00:00,livrée,284.81,26.03,Clavier Mécanique,Informatique,France
CMD109228,CLT2387,2023-01-20 12:00:00,annulée,109.05,21.44,Clavier Mécanique,Informatique,France
CMD109229,CLT5274,2023-01-20 13:00:00,livrée,275.32,7.58,Clavier Mécanique,Audio/vidéo,France
CMD109230,CLT3285,2023-01-20 14:00:00,en attente,400.42,29.55,Casque Bluetooth,Informatique,Canada
CMD109231,CLT4206,2023-01-20 15:00:00,livrée,380.68,19.29,Webcam HD,Accessoires,Belgique
CMD109232,CLT3924,2023-01-20 16:00:00,livrée,182.19,15.04,Webcam HD,Téléphonie,France
CMD109233,CLT8045,2023-01-20 17:00:00,expédiée,60.48,23.44,PC Portable,Accessoires,France
CMD109234,CLT9471,2023-01-20 18:00:00,expédiée,400.97,18.08,Souris Gaming,Accessoires,France
CMD109235,CLT2618,2023-01-20 19:00:00,expédiée,136.19,21.3,PC Portable,Téléphonie,France
CMD109236,CLT9562,2023-01-20 20:00:00,livrée,31.26,18.51,Casque Bluetooth,Audio/vidéo,France
CMD109237,CLT6896,2023-01-20 21:00:00,en attente,225.37,5.37,Casque Bluetooth,Téléphonie,France
CMD109238,CLT8843,2023-01-20 22:00:00,livrée,371.04,16.3,Clavier Mécanique,Audio/vidéo,France
CMD109239,CLT8063,2023-01-20 23:00:00,livrée,405.2,8.49,Casque Bluetooth,Informatique,France
CMD109240,CLT9495,2023-01-21 00:00:00,livrée,491.19,17.11,Casque Bluetooth,Accessoires,France
CMD109241,CLT2348,2023-01-21 01:00:00,expédiée,98.76,3.77,Clavier Mécanique,Téléphonie,France
CMD109242,CLT6556,2023-01-21 02:00:00,livrée,150.43,6.96,Casque Bluetooth,Informatique,France
CMD109243,CLT6289,2023-01-21 03:00:00,livrée,306.7,24.26,Casque Bluetooth,Téléphonie,France
CMD109244,CLT3422,2023-01-21 04:00:00,livrée,406.62,12.16,Casque Bluetooth,Téléphonie,France
CMD109245,CLT4628,2023-01-21 05:00:00,livrée,120.87,20.21,Smartphone 5G,Informatique,France
CMD109246,CLT3428,2023-01-21 06:00:00,livrée,207.91,14.94,Webcam HD,Téléphonie,Suisse
CMD109247,CLT4033,2023-01-21 07:00:00,livrée,207.16,10.22,PC Portable,Informatique,France
CMD109248,CLT7157,2023-01-21 08:00:00,livrée,387.6,14.86,Smartphone 5G,Accessoires,France
CMD109249,CLT9860,2023-01-21 09:00:00,livrée,124.26,24.41,PC Portable,Informatique,France
CMD109250,CLT9691,2023-01-21 10:00:00,en attente,484.54,8.45,Clavier Mécanique,Téléphonie,France
CMD109251,CLT8813,2023-01-21 11:00:00,livrée,257.68,12.64,Clavier Mécanique,Accessoires,France
CMD109252,CLT2414,2023-01-21 12:00:00,livrée,144.62,6.08,Webcam HD,Accessoires,France
CMD109253,CLT7708,2023-01-21 13:00:00,livrée,145.72,10.54,PC Portable,Informatique,France
CMD109254,CLT9721,2023-01-21 14:00:00,livrée,14.06,26.55,PC Portable,Audio/vidéo,France
CMD109255,CLT7635,2023-01-21 15:00:00,livrée,347.75,23.57,Webcam HD,Informatique,France
CMD109256,CLT4621,2023-01-21 16:00:00,en attente,389.09,11.21,Souris Gaming,Audio/vidéo,France
CMD109257,CLT6315,2023-01-21 17:00:00,livrée,21.05,3.97,PC Portable,Informatique,Suisse
CMD109258,CLT1754,2023-01-21 18:00:00,livrée,295.04,12.6,PC Portable,Accessoires,France
CMD109259,CLT3347,2023-01-21 19:00:00,livrée,391.93,23.15,Clavier Mécanique,Informatique,Suisse
CMD109260,CLT1726,2023-01-21 20:00:00,expédiée,191.24,1.31,Clavier Mécanique,Audio/vidéo,France
CMD109261,CLT5923,2023-01-21 21:00:00,expédiée,219.21,22.36,Casque Bluetooth,Téléphonie,France
CMD109262,CLT3649,2023-01-21 22:00:00,livrée,184.0,20.4,Casque Bluetooth,Audio/vidéo,Canada
CMD109263,CLT3815,2023-01-21 23:00:00,livrée,161.25,1.94,Clavier Mécanique,Accessoires,France
CMD109264,CLT4279,2023-01-22 00:00:00,livrée,248.12,19.07,Casque Bluetooth,Informatique,France
CMD109265,CLT3984,2023-01-22 01:00:00,livrée,87.22,8.96,Smartphone 5G,Accessoires,France
CMD109266,CLT4807,2023-01-22 02:00:00,livrée,223.14,5.32,Smartphone 5G,Téléphonie,France
CMD109267,CLT8876,2023-01-22 03:00:00,livrée,471.2,11.55,Webcam HD,Téléphonie,Suisse
CMD109268,CLT7099,2023-01-22 04:00:00,livrée,18.56,6.16,Casque Bluetooth,Téléphonie,France
CMD109269,CLT1607,2023-01-22 05:00:00,en attente,86.55,24.74,Casque Bluetooth,Informatique,Suisse
CMD109270,CLT7169,2023-01-22 06:00:00,livrée,389.96,22.26,PC Portable,Audio/vidéo,France
CMD109271,CLT8790,2023-01-22 07:00:00,expédiée,70.37,29.42,PC Portable,Informatique,France
CMD109272,CLT6573,2023-01-22 08:00:00,livrée,139.28,16.02,Smartphone 5G,Accessoires,France
CMD109273,CLT1634,2023-01-22 09:00:00,livrée,230.15,2.68,Webcam HD,Informatique,France
CMD109274,CLT2074,2023-01-22 10:00:00,livrée,471.87,11.03,Smartphone 5G,Accessoires,France
CMD109275,CLT2914,2023-01-22 11:00:00,livrée,95.83,25.16,PC Portable,Informatique,France
CMD109276,CLT1588,2023-01-22 12:00:00,livrée,461.93,11.91,PC Portable,Audio/vidéo,France
CMD109277,CLT4231,2023-01-22 13:00:00,livrée,360.67,13.67,Webcam HD,Téléphonie,Belgique
CMD109278,CLT7351,2023-01-22 14:00:00,livrée,337.22,12.36,PC Portable,Informatique,Belgique
CMD109279,CLT4838,2023-01-22 15:00:00,livrée,363.15,7.06,Casque Bluetooth,Audio/vidéo,France
CMD109280,CLT2973,2023-01-22 16:00:00,expédiée,20.47,2.2,Clavier Mécanique,Informatique,Belgique
CMD109281,CLT6044,2023-01-22 17:00:00,livrée,53.96,5.42,Smartphone 5G,Informatique,Canada
CMD109282,CLT7103,2023-01-22 18:00:00,livrée,170.75,10.92,Souris Gaming,Téléphonie,France
CMD109283,CLT7683,2023-01-22 19:00:00,livrée,41.61,7.36,Webcam HD,Accessoires,France
CMD109284,CLT6837,2023-01-22 20:00:00,en attente,493.86,17.18,PC Portable,Audio/vidéo,France
CMD109285,CLT7783,2023-01-22 21:00:00,livrée,292.3,18.42,Casque Bluetooth,Informatique,Belgique
CMD109286,CLT6594,2023-01-22 22:00:00,livrée,246.24,17.1,Smartphone 5G,Téléphonie,France
CMD109287,CLT4822,2023-01-22 23:00:00,livrée,393.83,2.55,PC Portable,Informatique,France
CMD109288,CLT4389,2023-01-23 00:00:00,livrée,488.59,20.01,Casque Bluetooth,Informatique,France
